,Dates,h500,slp,h850,q850,qv10m,t2m,t2mdew,tqv,u850,v850,u10m,v10m
29,19800130,0.474067089319,0.602865294415,0.546765061905,0.0511554043398,0.10986544368,0.382640628072,0.32541126442,0.0695479687387,0.66627974768,0.27793985113,0.689444062861,0.323349121445
30,19800131,0.419672675728,0.515742787002,0.4504377865,0.0847049381016,0.0981971317791,0.345899751239,0.301831152029,0.128695156161,0.606490750869,0.382098356652,0.558780578087,0.307604266228
31,19800201,0.268122100756,0.47168646105,0.377205658678,0.0448832791442,0.0662222038278,0.302481478417,0.231514424353,0.0571777568904,0.598679165057,0.223527856513,0.660802036643,0.204199743483
32,19800202,0.298400708228,0.529294751642,0.451606036588,0.0657586768593,0.071617473059,0.322751782906,0.246716210217,0.0520380509994,0.620727683085,0.244722295433,0.723115806518,0.247511556375
33,19800203,0.350198035005,0.578620790054,0.51534913553,0.0646530663023,0.0861419431936,0.335288365871,0.276750041835,0.0446963792237,0.684598586526,0.30676215408,0.710414870166,0.335879830286
34,19800204,0.384592596987,0.566818165497,0.524338124322,0.131841362753,0.117971909443,0.361999638595,0.338361961659,0.102487899432,0.603277002707,0.37454526738,0.608229376605,0.361942633318
35,19800205,0.438484146066,0.609236159587,0.577688211325,0.112287506914,0.11443916889,0.359798327101,0.333403526813,0.0776392019132,0.616773190687,0.317239619421,0.602501677427,0.345187297052
36,19800206,0.489835687169,0.599947175199,0.587267470901,0.110048380417,0.134608162245,0.370228169691,0.362706856518,0.133245309771,0.538898902826,0.487500671909,0.394483065695,0.357746772773
37,19800207,0.418302783784,0.487866902042,0.48725805673,0.169127784701,0.172215864473,0.459628267962,0.42458893964,0.16729709354,0.47192349046,0.307740813994,0.51047634543,0.195016222903
38,19800208,0.5458585598,0.627191460177,0.635231371905,0.0598657014245,0.153057639542,0.443091833597,0.400454625219,0.0820561225178,0.593344611137,0.311213820524,0.645593270897,0.312032807029
39,19800209,0.56385779836,0.591433974124,0.590991512451,0.0742067572527,0.165818167588,0.453519143052,0.419872917146,0.176014902833,0.631686996895,0.432977507998,0.527407489165,0.419213865692
40,19800210,0.392103029573,0.408761247582,0.385301838439,0.143746106645,0.177171479329,0.462869017307,0.430764333558,0.153132523807,0.578839064188,0.357453860515,0.542615970292,0.328688307622
41,19800211,0.440287266339,0.465532508812,0.454438945239,0.0829505395779,0.145087174053,0.415362232687,0.38201822581,0.109849023025,0.667524820051,0.458707404353,0.57170003455,0.476266123018
42,19800212,0.369760662752,0.448877410925,0.440187244062,0.149258273607,0.180208542976,0.492417423364,0.43207760461,0.106572102164,0.719226279812,0.402653649994,0.694532584317,0.441415159034
43,19800213,0.514139282617,0.635273387141,0.623610887245,0.0810821168282,0.141806899665,0.424129481342,0.384318286613,0.0744072201576,0.63857148125,0.408269752076,0.628381418932,0.432525690028
44,19800214,0.597178136746,0.616838325819,0.669914040604,0.129679000452,0.200378026324,0.500410371074,0.465728032914,0.158645850455,0.741793798984,0.408512191471,0.651230758656,0.549727379555
45,19800215,0.596092497389,0.553939907416,0.597968887464,0.24293053515,0.218924783561,0.530830182356,0.492689675436,0.230270171854,0.750173307114,0.422081810409,0.517120123443,0.422954107593
46,19800216,0.501442096667,0.251804206501,0.299257789666,0.382937405037,0.317532191913,0.573363539774,0.5830131776,0.406937238685,0.791867416652,0.606455557409,0.53868140715,0.572917055931
47,19800217,0.311936953007,0.383176985694,0.32046367963,0.0790949620387,0.116040770857,0.41706113515,0.334712716845,0.0503752663661,0.670297156659,0.284330500532,0.697842258173,0.271239102375
48,19800218,0.460987475187,0.580470931011,0.536957013029,0.050794360148,0.109065492016,0.360656222174,0.323578071894,0.0564667156231,0.706249603268,0.422917291134,0.648005394927,0.463183037797
49,19800219,0.647429197986,0.608434857087,0.673484159205,0.0502370452473,0.187502295481,0.477492075434,0.45006182739,0.0936673111102,0.659943426441,0.535576113512,0.561331497351,0.618958437304
50,19800220,0.634676645561,0.471082932338,0.576978657244,0.194089955081,0.297020345021,0.602199284953,0.569528683427,0.184525783513,0.664945081295,0.493394664468,0.453014345567,0.513472752635
51,19800221,0.619695735585,0.395914888405,0.513897622526,0.355608131242,0.39392967723,0.639261028066,0.660478213486,0.33089873779,0.641157142748,0.42438803073,0.564175198992,0.468182041562
52,19800222,0.68096757751,0.445243478572,0.561086601088,0.481044024699,0.40057811986,0.6196949406,0.660180299294,0.423248147384,0.642882049204,0.556097486869,0.332279843193,0.488279536079
53,19800223,0.624651890476,0.368202326248,0.499079395471,0.412754770622,0.432290248239,0.697081130177,0.694469814765,0.341821681591,0.778970897891,0.469867418428,0.611666163227,0.460563554917
54,19800224,0.573710175383,0.436882116745,0.537037745757,0.339993020254,0.378150509273,0.672874303148,0.653027093878,0.273999241229,0.723504891734,0.44044562797,0.593991806708,0.470318543475
55,19800225,0.510227670335,0.434821442242,0.494347451884,0.236209582111,0.278351938857,0.566410029943,0.556460452898,0.234857883694,0.633501990928,0.474988564353,0.451351826516,0.405731659743
56,19800226,0.313422144187,0.372922100127,0.364069968737,0.129583831875,0.171716093403,0.479521976798,0.416000032649,0.0929292108177,0.520946304609,0.276051911439,0.537504992595,0.214384264668
57,19800227,0.374019314338,0.462304331709,0.424396592698,0.093431066125,0.1282247296,0.454525649879,0.355716075525,0.114112127155,0.751653942309,0.483993645606,0.613329993096,0.558573022475
58,19800228,0.308215413226,0.387719401136,0.346536719571,0.102097370763,0.143244255984,0.461993390154,0.382531617675,0.102513437016,0.730517484652,0.401822241441,0.658821939348,0.402440338025
59,19800229,0.321721977007,0.492381246541,0.405819125738,0.0771830529933,0.0880323688059,0.343216295956,0.271505935828,0.0508104237725,0.706651462955,0.320890059769,0.637772764986,0.270765849713
60,19801201,0.750289246972,0.490182768424,0.654427324198,0.337142036516,0.400916759458,0.719131398096,0.671006419451,0.355694813554,0.812009941238,0.486143091327,0.63787441342,0.629499279111
61,19801202,0.74733655904,0.460500124962,0.663514644895,0.376516337296,0.497981016562,0.779304800987,0.743144096595,0.382337416297,0.705392763261,0.61905605983,0.515913962202,0.694546699281
62,19801203,0.513729456607,0.443626837938,0.487958112845,0.165630988921,0.22628227871,0.635389523206,0.45849320714,0.173906360999,0.903519945535,0.259336700716,0.935772060175,0.365947296709
63,19801204,0.673421756045,0.654086132445,0.696970958301,0.0815885178202,0.0940869943788,0.469906121267,0.294972595974,0.119566004421,0.691754981603,0.158674022015,0.717007980633,0.255018784695
64,19801205,0.704553121267,0.612073893279,0.675062218686,0.122755745579,0.11503115664,0.469678981736,0.333476985106,0.0941222472557,0.671814750431,0.238991386316,0.632249866723,0.319505763696
65,19801206,0.757901279875,0.584041065559,0.69278347175,0.149305595673,0.145339857993,0.501909154311,0.386141684725,0.128875226931,0.625202188845,0.236943511053,0.583784348646,0.349596946023
66,19801207,0.811129002154,0.586317377117,0.753589184384,0.572401663975,0.238157683424,0.591281387881,0.511801074945,0.430058823517,0.653731867585,0.340871555818,0.531976354935,0.440018825931
67,19801208,0.823887262459,0.497149506714,0.709394859305,0.569666887619,0.521910139882,0.726296004199,0.749608426479,0.561764000728,0.744644896342,0.441133073139,0.602269981248,0.558725794733
68,19801209,0.769440907137,0.394124717293,0.569237813214,0.592339182245,0.523451331159,0.779786944776,0.752034182584,0.628596372486,0.842808331149,0.517330120828,0.543061397658,0.505227703419
69,19801210,0.643571810584,0.408051814159,0.503914699309,0.400515723165,0.36416850493,0.670491448903,0.631102241702,0.316200531894,0.787608580668,0.445006531442,0.597218152244,0.42000942875
70,19801211,0.509646607827,0.524509904078,0.536496082235,0.111863449977,0.165198816451,0.522271496756,0.405679142344,0.135930943155,0.730085224905,0.368804665687,0.626436353372,0.388448698848
71,19801212,0.530161881269,0.542440961359,0.567461693166,0.218716468095,0.192948992198,0.519403965561,0.449601488749,0.218977379466,0.770325937167,0.481346489719,0.569146686877,0.549015843211
72,19801213,0.635668675652,0.39714491326,0.522577368641,0.238223697061,0.371567616817,0.671098561673,0.642354419943,0.245920196561,0.836597851437,0.471864775698,0.671396932747,0.579224648142
73,19801214,0.496448269739,0.455823733865,0.484492751228,0.115525080223,0.19043354242,0.54436145079,0.444652032129,0.10127981204,0.858182597051,0.393731641559,0.747854353208,0.446915231582
74,19801215,0.51019970171,0.569618896448,0.56174363699,0.0893426164541,0.104714212733,0.422270990135,0.311348898342,0.117593512146,0.719604197571,0.482820012302,0.470749634223,0.442611968767
75,19801216,0.4987057375,0.382532626282,0.447659910168,0.306075953811,0.354723182328,0.581321867694,0.620791145838,0.349231679919,0.601780038146,0.550000066123,0.398328195553,0.440802096968
76,19801217,0.457745968373,0.427267762631,0.430029446502,0.148399792783,0.162628378571,0.452580187012,0.39345078498,0.1356868964,0.631170881835,0.378441570167,0.560171131174,0.282308984466
77,19801218,0.620293921734,0.464774589095,0.509844504288,0.146945700336,0.165630750715,0.48506789698,0.404600121606,0.178029907453,0.755131210642,0.486084731253,0.613833952915,0.57462717591
78,19801219,0.644422285175,0.475760599313,0.543766497482,0.285419554813,0.257436337743,0.561628278112,0.514892852923,0.308849530287,0.80074731279,0.483469124621,0.659112251538,0.435337677199
79,19801220,0.53185255624,0.729451949839,0.637581001614,0.0467862482219,0.0478634187884,0.3399586589,0.185553202164,0.0366675314362,0.64936648081,0.347721489803,0.573096629933,0.267116007436
80,19801221,0.535153995825,0.81892094666,0.742051667285,0.0302780582484,0.0628122010735,0.311100959714,0.224522010957,0.0368732089466,0.62751805608,0.34245208279,0.614556323174,0.369782614332
81,19801222,0.641472451189,0.829036752734,0.803708006768,0.0138806970417,0.0770937980185,0.336890164081,0.260133775706,0.106328633808,0.661062523438,0.479766392643,0.489886810166,0.444169207972
82,19801223,0.699893776296,0.639818354339,0.707982455573,0.280735597188,0.207374734191,0.464777327249,0.466556479236,0.327581391853,0.741814093575,0.599466097094,0.480488143639,0.471830899787
83,19801224,0.64864954339,0.436714965983,0.49824441234,0.342639884895,0.246596081326,0.473920327215,0.505718728202,0.326645491596,0.729821495596,0.551672100047,0.555096193133,0.523146979855
84,19801225,0.36722750423,0.55921344751,0.437913877461,0.0653097697384,0.0686255432103,0.244985620116,0.171631223037,0.0659850923254,0.689970613498,0.207840316919,0.715493113975,0.180769455242
85,19801226,0.487650709512,0.724968228693,0.638769085689,0.0442570789266,0.0435909739329,0.241625812511,0.168826748622,0.050626008721,0.656700265342,0.47887059337,0.541747926922,0.508404484173
86,19801227,0.611387340938,0.738654168988,0.753994803508,0.10279044389,0.0944072102401,0.358768177474,0.288251162065,0.153667668837,0.597463693845,0.553176352411,0.391154413705,0.358463468608
87,19801228,0.762586310323,0.713234506107,0.837162085341,0.372431223344,0.296973588801,0.543722251392,0.556702865276,0.340675067977,0.433146243297,0.602607249809,0.28980647525,0.293113552268
88,19801229,0.719274893359,0.50362500072,0.651501950019,0.234297526708,0.374743903805,0.608267879407,0.642738851674,0.346291601167,0.312147502766,0.400644166042,0.350077040571,0.255349011902
89,19801230,0.562477061442,0.373932659967,0.457331076546,0.242216581771,0.293925963084,0.588144497906,0.563543464852,0.286070558984,0.50989795727,0.26365342908,0.523544174975,0.238050449216
90,19801231,0.500784548534,0.471940377051,0.476078668876,0.046249093985,0.0726180931824,0.38557993201,0.242651517921,0.0756168918603,0.636101279751,0.380645107238,0.463091917778,0.332200984365
91,19810101,0.426916550178,0.443560488049,0.443427168616,0.269322612499,0.125218339515,0.425175674283,0.339254071833,0.204209841104,0.630777320678,0.56608407402,0.437779867425,0.426198002435
92,19810102,0.354363648088,0.378948456426,0.373795050051,0.186099331491,0.18194261727,0.479463714235,0.425711219108,0.145046904877,0.762882707398,0.417995659726,0.729573740861,0.436569370227
93,19810103,0.434125606537,0.47572870041,0.440477211454,0.137620289568,0.128400299532,0.404838663376,0.341869187093,0.151916099922,0.835057235935,0.481586354776,0.619055415315,0.521324058882
94,19810104,0.284584777191,0.500093145117,0.379092960813,0.0626943718328,0.0573877609272,0.268040706097,0.175095189715,0.0499329669863,0.751388439525,0.354923630402,0.694857876018,0.266528200244
95,19810105,0.395709270119,0.619484665438,0.551586118782,0.0769371916863,0.074216798748,0.276693962815,0.23675689793,0.0644820590459,0.649650253746,0.185470044311,0.705271889715,0.347971005669
96,19810106,0.548672546166,0.580903481328,0.574870108315,0.0681478740688,0.115342476406,0.334672809274,0.323857213392,0.152092411097,0.722393457492,0.504801314846,0.59210356066,0.54021917107
97,19810107,0.402477677896,0.306383369656,0.316206913799,0.234530844009,0.232863058752,0.518458254431,0.490862196332,0.237501545411,0.805233270856,0.549827535039,0.704459182699,0.576746424847
98,19810108,0.370626548623,0.511062567945,0.40827909948,0.0430511163179,0.0545039017541,0.282582703284,0.197157980224,0.0381310260986,0.727067772125,0.306118976649,0.732449581038,0.344188900855
99,19810109,0.464253525906,0.615399043623,0.539450509017,0.074250767994,0.0487077420383,0.246810335929,0.181529320061,0.0956713512917,0.639332603732,0.484930514348,0.454839800311,0.424967389645
100,19810110,0.377216870448,0.573478673533,0.509750642026,0.111620692655,0.0764126097671,0.31873588822,0.252140697125,0.0887551801702,0.668747523198,0.353746611348,0.5844366241,0.30051273708
101,19810111,0.288850849017,0.591520739362,0.476156049389,0.0535470103401,0.0536285456156,0.263077411515,0.194609793621,0.0369058759295,0.7337262721,0.330447617367,0.718061021646,0.396852060855
102,19810112,0.252867783166,0.617008028337,0.475665507267,0.0326209152027,0.0308666944787,0.167275186727,0.119253010767,0.0222292908476,0.622688244385,0.369378696827,0.570336042494,0.311281790215
103,19810113,0.312494042398,0.546014923539,0.424732373794,0.0379586765682,0.0393677733725,0.160672096615,0.145409060681,0.0447495227969,0.619688451079,0.38017796054,0.573629260626,0.390876678754
104,19810114,0.389541331638,0.48253084002,0.453414561454,0.177620058782,0.11956500731,0.360335355894,0.325513289821,0.142504085809,0.64480274075,0.519090734578,0.484003772229,0.524692644731
105,19810115,0.467127445043,0.472631946879,0.50218886263,0.240488887284,0.210852987524,0.431971284136,0.46161844946,0.218877442137,0.565046517446,0.501715737203,0.367553813507,0.374357386773
106,19810116,0.506436494371,0.526508056326,0.543424570635,0.216160442307,0.195859594099,0.443635617507,0.447603423157,0.182028834019,0.598860515555,0.491740531974,0.492179985644,0.458764833244
107,19810117,0.285441530437,0.466410368875,0.414663410173,0.137405022953,0.130327746836,0.382944606641,0.345899598832,0.0981440960352,0.624810175297,0.32781859071,0.716372040788,0.268499461539
108,19810118,0.382777490167,0.462341334449,0.387493634281,0.0909748435507,0.0873534671886,0.308403994279,0.264579634902,0.0778651548316,0.661016839693,0.269614557044,0.692921521391,0.35300272362
109,19810119,0.584438712464,0.413370012913,0.473797759768,0.154644768773,0.189854174711,0.438187645975,0.436135767243,0.144058307421,0.705838608504,0.265573671983,0.714355198816,0.463583534718
110,19810120,0.622751736194,0.44038845316,0.536350539848,0.22394799569,0.253959499946,0.545769040439,0.525369638066,0.240942844818,0.690243779038,0.383149888291,0.598346855122,0.444433733046
111,19810121,0.613053472017,0.493595959884,0.550339370776,0.224960761084,0.198575157014,0.498897233289,0.457975734282,0.289718271477,0.542789255195,0.443436114343,0.37466530801,0.364967762746
112,19810122,0.548526995145,0.380397946297,0.435548883386,0.0939325580624,0.188426073817,0.453151835595,0.426793504652,0.122527936604,0.679113860156,0.443100287136,0.604430658052,0.469532299317
113,19810123,0.424854862796,0.317092496767,0.333972583832,0.189980972756,0.221802261936,0.525725031111,0.484677824161,0.142903068115,0.674523701992,0.356189592148,0.663951383386,0.411419693664
114,19810124,0.441507611743,0.362524307108,0.373264281252,0.174171292459,0.213739067999,0.527466152823,0.475714279879,0.124494795774,0.668872762413,0.361626861358,0.662668641143,0.403327578248
115,19810125,0.625970982262,0.481852029623,0.517792906875,0.0926213831331,0.199625135765,0.493638403966,0.459542844556,0.149184446077,0.660154838199,0.348458762636,0.524631540091,0.463058778392
116,19810126,0.692640198447,0.390562238666,0.513247291056,0.312619863781,0.321776576504,0.586068155366,0.590977689073,0.343733944903,0.735780258794,0.558967521613,0.565137871915,0.696927681445
117,19810127,0.553714319307,0.306020997188,0.413859155753,0.234348385733,0.349418540022,0.630280150033,0.619962699517,0.274062186154,0.793821419438,0.501018672031,0.651842153307,0.505601629697
118,19810128,0.479538666056,0.384501431708,0.443308164646,0.212933321321,0.234715014471,0.582300509821,0.502653068715,0.182174188261,0.672267957276,0.431651052319,0.545154940747,0.394855544687
119,19810129,0.387536723093,0.4520430661,0.476583737311,0.17428679245,0.179402014518,0.528188946322,0.428006382704,0.113172982833,0.732454488833,0.431283411771,0.694683344027,0.47008182959
120,19810130,0.393990055723,0.638792482986,0.585687455961,0.0785747730065,0.0871241069154,0.411520281265,0.277998016632,0.0485993669608,0.632461261506,0.326068701691,0.613076248022,0.273965070064
121,19810131,0.555241178032,0.69400834996,0.676949241471,0.0277005789778,0.080605610426,0.374994722577,0.26837008288,0.0405701608172,0.559491268206,0.310926575139,0.574032825382,0.316385958086
122,19810201,0.717658420865,0.643725342166,0.717998621686,0.0523219542534,0.156399239274,0.47735697386,0.382863812397,0.10616231888,0.623733081245,0.653096242703,0.506904843559,0.658447461358
123,19810202,0.63205216092,0.313203372534,0.432007258684,0.547176173129,0.489372689091,0.726063798345,0.714396601323,0.543201962207,0.787030544515,0.871184144791,0.615551009297,0.83060092039
124,19810203,0.308914058117,0.511484910586,0.436199214856,0.0689483792631,0.0655486159116,0.378687217848,0.220669531528,0.0312124156412,0.785857456877,0.43958748621,0.804679212079,0.380614715866
125,19810204,0.277514993186,0.587034466133,0.486089806643,0.0631938391664,0.0533541059869,0.302967844133,0.199542926164,0.0418647503292,0.761557301572,0.477507783978,0.629779763813,0.473486235926
126,19810205,0.331798673824,0.666069943072,0.558334145791,0.0445326201945,0.0462364569614,0.284243608426,0.174210425365,0.0337362795606,0.739101411022,0.34533639836,0.703777975251,0.348162104171
127,19810206,0.492277519562,0.649587099458,0.640752484919,0.0873604682904,0.10731991922,0.377133549608,0.303043213868,0.0948153832944,0.733378938443,0.569877491964,0.58601050367,0.647759411259
128,19810207,0.558659058438,0.572022803946,0.617733321094,0.186621484145,0.219454781754,0.492462175775,0.483267424915,0.145930409707,0.704856604571,0.544177512972,0.510605975385,0.540190492977
129,19810208,0.520565788206,0.336848176144,0.409435616768,0.321106003068,0.358604928552,0.585852837194,0.625552059491,0.336896134304,0.671346251535,0.587077404076,0.491174897843,0.549215568817
130,19810209,0.396226404325,0.485623765591,0.450562377496,0.0689659420917,0.118908776035,0.444870108261,0.333269669472,0.0663267313775,0.807669558805,0.370056282098,0.811440128109,0.400021231852
131,19810210,0.691454100335,0.710067574728,0.771097571239,0.122863488656,0.200451982598,0.523733971465,0.455560588806,0.195873398089,0.636935809093,0.623379077886,0.40146391188,0.654300019142
132,19810211,0.783267683159,0.447896198233,0.651756439706,0.758521009011,0.697243568404,0.838086657514,0.856936707522,0.76320868484,0.663910391731,1.0,0.341159761423,1.0
133,19810212,0.69301634795,0.732287131776,0.702611633964,0.112566085088,0.115402418882,0.442536228327,0.298114162345,0.0943486528342,0.798784225123,0.432647637855,0.809538617212,0.324683456792
134,19810213,0.792679982388,1.0,1.0,0.0663194860311,0.0775964328251,0.40819509345,0.272395597386,0.0969743967491,0.645758385138,0.435895868541,0.415182439719,0.356405314763
135,19810214,0.78640701887,0.917620233572,0.998399033668,0.0710156644585,0.13082843256,0.457690404582,0.370732583253,0.133151822852,0.624401447572,0.437511912112,0.477619156858,0.452243992724
136,19810215,0.805110039426,0.847817599134,0.958646126102,0.151205698594,0.204097356206,0.548370590414,0.475323318512,0.190709877238,0.593653865246,0.409906503248,0.416728828672,0.430369160556
137,19810216,0.831794963697,0.771031638689,0.918543190479,0.126940577371,0.339737236796,0.617918354728,0.619835371812,0.190771539627,0.649736526675,0.540744736278,0.473703892375,0.614954237577
138,19810217,0.816929923744,0.663158203572,0.848781173245,0.446420078795,0.455963399223,0.674196609958,0.711286866892,0.463527870056,0.707428028066,0.526451714085,0.587312495611,0.639379074593
139,19810218,0.832674548488,0.62093415531,0.839641613742,0.604600475952,0.566597326126,0.768747456282,0.788217289629,0.51033309289,0.65471517653,0.516036153826,0.576838602088,0.575049622868
140,19810219,0.791401987372,0.547151803441,0.760622150441,0.564251535751,0.630801651721,0.794676828547,0.824508135497,0.56782175194,0.579737923873,0.624369817234,0.465327059215,0.67165887784
141,19810220,0.616485622129,0.249650387044,0.407245497057,0.688407855173,0.673063830004,0.826183363254,0.84551231039,0.685875751609,0.504602064296,0.680490350178,0.383898697912,0.667115999543
142,19810221,0.55058411622,0.245592836172,0.374432251966,0.5171164649,0.55875791743,0.757455496691,0.771724270212,0.471765281064,0.410872560705,0.423042899505,0.399857496873,0.36042066215
143,19810222,0.782714589288,0.438281844119,0.619100190428,0.633068260117,0.581078252219,0.814964020747,0.79927357908,0.53104471444,0.314159796035,0.49962217499,0.185602458111,0.366512492896
144,19810223,0.749078604968,0.40508138069,0.580699346579,0.666264640763,0.562337174651,0.764456292095,0.780955529175,0.577262836902,0.470943385484,0.73011417984,0.193546076444,0.608432896399
145,19810224,0.518806618626,0.284131913704,0.402845703,0.367701699934,0.50045271541,0.760432797923,0.739147965412,0.345262905555,0.626525411288,0.562951984913,0.572812783051,0.566317104025
146,19810225,0.411005255242,0.333724627547,0.392518618124,0.223733338895,0.276803800568,0.650333447585,0.548531854384,0.177354840103,0.729955660751,0.312168627992,0.797524862712,0.334506103255
147,19810226,0.541928682281,0.382873307522,0.447900990948,0.334607964265,0.306049870463,0.631533217235,0.580673939034,0.33137956359,0.545361423215,0.109460731826,0.756766765096,0.173483838441
148,19810227,0.64487549109,0.515425073194,0.605355233793,0.151722875114,0.244237342194,0.633374820759,0.523366675241,0.196038392758,0.490842119821,0.236632542241,0.604522175066,0.215633591714
149,19810228,0.698813844808,0.461998101454,0.602992474551,0.237976305106,0.283954845339,0.582070837128,0.550343825625,0.308565787741,0.700564273307,0.454730852558,0.492063463867,0.509019795501
150,19811201,0.734754672327,0.532354502432,0.602164754554,0.257965145864,0.240758283095,0.498769731146,0.490861380117,0.35038058198,0.610064907893,0.599144072938,0.405505920299,0.520960073011
151,19811202,0.703044527768,0.298249128438,0.472660238414,0.625310368399,0.674496700165,0.831644000541,0.83981031436,0.662571644096,0.756653187913,0.695393145895,0.584259721148,0.698685144448
152,19811203,0.549317536953,0.390800843154,0.472822262573,0.340215068073,0.348349092216,0.634069749558,0.623020196938,0.266032118697,0.648114071935,0.455810425739,0.556386288489,0.363240980469
